parcelid,assessmentyear,roomcnt,regionidzip,rawcensustractandblock,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,regionidcounty,taxvaluedollarcnt,longitude,latitude,bathroomcnt,taxamount,fips,propertycountylandusecode,structuretaxvaluedollarcnt,assessmentyear_nan,roomcnt_nan,regionidzip_nan,rawcensustractandblock_nan,bedroomcnt_nan,calculatedfinishedsquarefeet_nan,propertylandusetypeid_nan,regionidcounty_nan,taxvaluedollarcnt_nan,bathroomcnt_nan,taxamount_nan,fips_nan,structuretaxvaluedollarcnt_nan
10728802,3,0,217,54,5,1609,6,2,20620,-118.64153999999999,34.185265,3,7638,0,0100,19172,0,0,0,0,0,0,0,0,0,0,0,0,0
10724274,3,0,192,52,4,1890,6,2,20503,-118.63331000000001,34.205734,4,8110,0,0100,16801,0,0,0,0,0,0,0,0,0,0,0,0,0
12931058,3,0,246,247,3,1171,6,2,11835,-117.89421000000002,34.083557,2,3447,0,0101,10803,0,0,0,0,0,0,0,0,0,0,0,0,0
14077290,3,7,322,437,3,864,6,0,12755,-117.93845,33.712864,2,3248,1,122,7409,0,0,0,0,0,0,0,0,0,0,0,0,0
12326878,3,0,91,313,2,652,6,2,8805,-118.160225,33.9186,1,2695,0,0100,8429,0,0,0,0,0,0,0,0,0,0,0,0,0
10960632,3,0,234,229,3,1181,6,2,4515,-118.33551000000001,34.15895,2,1219,0,0100,7937,0,0,0,0,0,0,0,0,0,0,0,0,0
13843181,3,5,316,424,3,390,6,0,15632,-117.86111000000001,33.73851,2,4442,1,122,2406,0,0,0,0,0,0,0,0,0,0,0,0,0
17227989,3,8,368,463,4,2347,6,1,16049,-118.73553999999999,34.288624,3,4378,2,1111,19009,0,0,0,0,0,0,0,0,0,0,0,0,0
11671012,3,0,86,179,4,2752,6,2,8152,-118.561485,34.074104,3,2497,0,0100,12864,0,0,0,0,0,0,0,0,0,0,0,0,0
12167160,3,0,159,267,2,386,6,2,19035,-118.13853999999999,34.193946999999994,1,6149,0,0100,12213,0,0,0,0,0,0,0,0,0,0,0,0,0
12983412,3,0,249,262,3,469,6,2,5450,-118.01501,34.080418,1,2283,0,0100,2478,0,0,0,0,0,0,0,0,0,0,0,0,0
10900862,3,0,237,63,3,1492,6,2,18954,-118.38211000000001,34.154872999999995,2,6277,0,0101,14060,0,0,0,0,0,0,0,0,0,0,0,0,0
12100026,3,0,173,276,3,3930,6,2,23730,-118.163605,34.124786,5,10659,0,0101,23061,0,0,0,0,0,0,0,0,0,0,0,0,0
12448592,3,0,151,340,2,355,6,2,11097,-118.174095,33.87748,1,3018,0,0100,2773,0,0,0,0,0,0,0,0,0,0,0,0,0
14335946,3,0,324,426,5,3780,6,0,23310,-117.77306000000002,33.754757,5,10135,1,122,22932,0,0,0,0,0,0,0,0,0,0,0,0,0
12050784,3,0,177,222,5,2340,6,2,19925,-118.28719,34.17955,3,6378,0,0100,18808,0,0,0,0,0,0,0,0,0,0,0,0,0
10921164,3,0,209,29,2,514,6,2,328,-118.360634,34.22233,1,293,0,0100,425,0,0,0,0,0,0,0,0,0,0,0,0,0
12883193,3,0,262,239,2,1386,6,2,8462,-117.7491,34.073048,2,2516,0,0100,14151,0,0,0,0,0,0,0,0,0,0,0,0,0
14162928,3,0,350,413,4,3034,6,0,21539,-117.83018,33.91296,4,8283,1,1,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
14253782,3,6,316,426,4,895,6,0,9270,-117.84411000000001,33.758278000000004,2,2648,1,122,4806,0,0,0,0,0,0,0,0,0,0,0,0,0
11420469,3,0,78,365,8,3495,3,2,13656,-118.356834,33.92794,6,4444,0,0300,9023,0,0,0,0,0,0,0,0,0,0,0,0,0
13008667,3,0,268,260,5,2471,6,2,22927,-118.05341000000001,34.09818,4,9754,0,0101,22159,0,0,0,0,0,0,0,0,0,0,0,0,0
11431031,3,0,77,369,3,641,6,2,1200,-118.31455,33.892895,1,615,0,0100,468,0,0,0,0,0,0,0,0,0,0,0,0,0
12308036,3,0,80,308,3,879,6,2,11325,-118.20483999999999,33.967715999999996,2,3981,0,0100,6761,0,0,0,0,0,0,0,0,0,0,0,0,0
10867048,3,0,230,59,4,2765,6,2,21712,-118.49043999999999,34.149967,4,8582,0,0101,21395,0,0,0,0,0,0,0,0,0,0,0,0,0
17289476,3,7,215,461,3,1769,10,1,17668,-118.788574,34.177868,2,5286,2,1129,19763,0,0,0,0,0,0,0,0,0,0,0,0,0
12585060,3,0,145,324,3,1158,6,2,9468,-118.26822,33.825565000000005,1,5387,0,0100,8830,0,0,0,0,0,0,0,0,0,0,0,0,0
12812209,3,0,255,253,4,756,6,2,8586,-117.99288,34.032913,2,2540,0,0100,5735,0,0,0,0,0,6,0,0,0,0,0,0,0
17107316,3,4,353,446,2,554,10,1,10133,-119.21700000000001,34.26486,2,2803,2,1129,10901,0,0,0,0,0,0,0,0,0,0,0,0,0
11260384,3,0,375,401,3,2265,6,2,12820,-118.21491999999999,34.63588,3,3588,0,0100,19944,0,0,0,0,0,0,0,0,0,0,0,0,0
10965591,3,0,203,9,3,681,10,2,9991,-118.441,34.3141,2,3289,0,010C,13384,0,0,0,0,0,0,0,0,0,0,0,0,0
11323055,3,0,379,399,3,1366,6,2,15368,-118.29281,34.608917,2,4762,0,0100,19659,0,0,0,0,0,6,0,0,0,0,0,0,0
13115001,3,0,203,9,0,750,7,2,0,-118.46771000000001,34.30838,0,157,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10946082,3,0,231,227,2,667,10,2,7531,-118.30799999999999,34.186,3,1951,0,010C,12238,0,0,0,0,0,0,0,0,0,0,0,0,0
12959998,3,0,164,257,4,1330,10,2,17934,-118.01073000000001,34.132626,3,6115,0,010C,17045,0,0,0,0,0,0,0,0,0,0,0,0,0
11904174,3,0,274,283,3,1540,6,2,12398,-118.154625,34.071075,2,3426,0,0100,10392,0,0,0,0,0,0,0,0,0,0,0,0,0
14007514,3,6,339,434,3,1494,6,0,10916,-117.962456,33.79234,2,3078,1,122,13953,0,0,0,0,0,0,0,0,0,0,0,0,0
17215746,3,6,213,458,3,1071,6,1,10359,-118.888145,34.22201,2,2598,2,1111,14979,0,0,0,0,0,0,0,0,0,0,0,0,0
13937046,3,0,338,434,4,2233,6,0,17952,-117.93643,33.786457,3,5685,1,122,21157,0,0,0,0,0,0,0,0,0,0,0,0,0
11624703,3,0,32,187,2,1496,10,2,5739,-118.404,34.0558,3,1686,0,010C,6759,0,0,0,0,0,0,0,0,0,0,0,0,0
14052559,3,7,292,437,4,1314,6,0,11840,-117.96696999999999,33.680473,2,3142,1,122,9152,0,0,0,0,0,0,0,0,0,0,0,0,0
10847044,3,0,223,44,4,1812,6,2,12817,-118.43608,34.168087,3,3570,0,0101,16010,0,0,0,0,0,0,0,0,0,0,0,0,0
14121712,3,7,120,440,4,1068,6,0,12565,-118.04988,33.84069,2,3388,1,122,5569,0,0,0,0,0,0,0,0,0,0,0,0,0
14489251,3,7,314,414,4,1484,6,0,18862,-117.63559,33.60648,3,5132,1,122,10767,0,0,0,0,0,0,0,0,0,0,0,0,0
11530602,3,0,69,200,3,1000,6,2,2628,-118.41457,33.994053,1,1792,0,0100,986,0,0,0,0,0,0,0,0,0,0,0,0,0
17290065,3,6,215,461,3,1147,10,1,11572,-118.7898,34.181152000000004,2,3291,2,1129,14910,0,0,0,0,0,0,0,0,0,0,0,0,0
11546347,3,0,93,196,2,342,6,2,22376,-118.46826999999999,33.986216999999996,1,9192,0,0100,16900,0,0,0,0,0,0,0,0,0,0,0,0,0
14603347,3,0,280,417,1,239,10,0,10778,-117.74953500000001,33.653145,1,3636,1,1,13089,0,0,0,0,0,0,0,0,0,0,0,0,0
17228583,3,5,368,462,2,585,10,1,5762,-118.73200000000001,34.2801,1,1738,2,1129,5904,0,0,0,0,0,0,0,0,0,0,0,0,0
11147184,3,0,221,402,3,1112,10,2,7494,-118.41016,34.428463,3,2514,0,010C,13951,0,0,0,0,0,0,0,0,0,0,0,0,0
11463488,3,0,95,203,4,2847,2,2,22876,-118.43205,33.96005,4,9828,0,0200,20254,0,0,0,0,0,0,0,0,0,0,0,0,0
14684656,3,0,312,414,1,155,10,0,5199,-117.61413,33.619409999999995,1,1589,1,34,6041,0,0,0,0,0,0,0,0,0,0,0,0,0
12776710,3,0,125,287,3,1514,6,2,12662,-118.06451000000001,34.014168,3,3737,0,0100,18125,0,0,0,0,0,0,0,0,0,0,0,0,0
10771613,3,0,191,53,3,718,6,2,14734,-118.579155,34.20604,2,4244,0,0101,15185,0,0,0,0,0,0,0,0,0,0,0,0,0
13944574,3,4,341,435,0,273,6,0,18483,-117.98278,33.773243,0,6384,1,1,16733,0,0,0,0,0,0,0,0,0,0,0,0,0
14043632,3,0,295,438,4,1505,6,0,21528,-118.03567,33.71761,2,7973,1,122,18441,0,0,0,0,0,0,0,0,0,0,0,0,0
10942750,3,0,235,227,2,709,6,2,17820,-118.3229,34.177966999999995,2,5577,0,0100,10400,0,0,0,0,0,0,0,0,6,0,0,0,6
11346966,3,0,207,404,5,2450,6,2,19621,-118.52576,34.46051,3,7570,0,0100,21315,0,0,0,0,0,0,0,0,0,0,0,0,0
11573191,3,0,104,390,8,2389,4,2,14058,-118.464,34.0281,4,4371,0,0400,7459,0,0,0,0,0,0,0,0,0,0,0,0,0
11445353,3,0,109,378,3,925,6,2,17807,-118.34581000000001,33.863163,2,5271,0,0100,9202,0,0,0,0,0,0,0,0,0,0,0,0,0
11082465,3,0,197,17,3,1331,10,2,7294,-118.535,34.2514,3,2096,0,010C,12838,0,0,0,0,0,0,0,0,0,0,0,0,0
12724125,3,0,124,326,3,1003,6,2,13920,-118.09093,33.927853000000006,2,4262,0,0100,11377,0,0,0,0,0,0,0,0,0,0,0,0,0
12863291,3,0,244,236,3,1647,6,2,13108,-117.74435,34.11867,2,3838,0,0101,16101,0,0,0,0,0,0,0,0,0,0,0,0,0
14397518,3,7,309,416,3,1135,6,0,3092,-117.68616999999999,33.536125,2,662,1,122,2707,0,0,0,0,0,0,0,0,0,0,0,0,0
12668912,3,0,89,380,3,1957,6,2,23122,-118.38703999999998,33.810574,2,10040,0,0100,21657,0,0,0,0,0,0,0,0,0,0,0,0,0
12607232,3,0,110,380,4,1550,6,2,21846,-118.34832,33.819332,3,8321,0,0100,15187,0,0,0,0,0,0,0,0,0,0,0,0,0
11893769,3,0,273,279,4,1128,6,2,2774,-118.11726999999999,34.104588,2,1057,0,0100,2410,0,0,0,0,0,0,0,0,0,0,0,0,0
14640835,3,5,321,422,3,590,10,0,5923,-117.8697,33.705368,1,1809,1,34,4112,0,0,0,0,0,0,0,0,0,0,0,0,0
13942108,3,4,311,439,2,378,6,0,11190,-117.99056000000002,33.762370000000004,1,3210,1,122,627,0,0,0,0,0,0,0,0,0,0,0,0,0
11754583,3,0,32,125,6,2878,2,2,19758,-118.369225,34.05356,4,6930,0,0200,15543,0,0,0,0,0,0,0,0,0,0,0,0,0
12161791,3,0,159,267,3,1214,6,2,2559,-118.13583,34.204494,2,873,0,0100,2087,0,0,0,0,0,0,0,0,0,0,0,0,0
14210932,3,0,330,428,0,2893,3,0,15485,-117.82999,33.843414,0,4430,1,135,12712,0,0,0,0,0,0,0,0,0,0,0,0,0
12214705,3,0,1,310,3,745,6,2,3624,-118.23845,33.959408,2,1575,0,0100,3052,0,0,0,0,0,0,0,0,0,0,0,0,0
14373561,3,8,290,417,4,1665,6,0,5137,-117.69569399999999,33.645022999999995,2,6128,1,122,7438,0,0,0,0,0,0,0,0,0,0,0,0,0
14528708,3,0,290,414,0,0,7,0,132,-117.694,33.6185,0,12,1,73,229,0,0,0,0,0,0,0,0,0,0,0,0,0
13050829,3,0,244,233,0,606,6,2,1648,-117.7234,34.12843,0,904,0,0109,755,0,0,0,0,0,0,0,0,0,0,0,0,0
17248681,3,7,369,462,3,1532,6,1,9280,-118.7663,34.254490000000004,3,2512,2,1111,14616,0,0,0,0,0,0,0,0,0,0,0,0,0
12518036,3,0,158,350,4,1115,6,2,2785,-118.10117,33.798615000000005,2,958,0,0101,2442,0,0,0,0,0,0,0,0,0,0,0,0,0
13848708,3,6,321,422,3,915,6,0,8049,-117.88306000000001,33.721756,2,2293,1,122,4489,0,0,0,0,0,0,0,0,0,0,0,0,0
14488981,3,8,314,414,4,1592,6,0,18086,-117.63761000000001,33.611073,3,4763,1,122,14484,0,0,0,0,0,0,0,0,0,0,0,0,0
11481308,3,0,78,366,2,354,6,2,16338,-118.37041,33.920803,1,5265,0,0100,13816,0,0,0,0,0,0,0,0,0,0,0,0,0
12184242,3,0,2,165,3,1026,2,2,11248,-118.269775,33.98359,2,3167,0,0200,14459,0,0,0,0,0,0,0,0,0,0,0,0,0
12514127,3,0,158,351,3,1046,6,2,17459,-118.11971000000001,33.791607,2,5280,0,0104,7445,0,0,0,0,0,0,0,0,0,0,0,0,0
17190487,3,0,356,456,0,726,13,1,5547,-118.99425500000001,34.202812,0,1343,2,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12835458,3,0,254,254,3,456,6,2,11592,-117.95783999999999,34.00829,1,3132,0,0100,3143,0,0,0,0,0,0,0,0,0,0,0,0,0
14599893,3,0,290,417,2,418,10,0,13550,-117.67299999999999,33.659,2,3173,1,34,8464,0,0,0,0,0,0,0,0,0,0,0,0,0
17084184,3,8,353,446,3,1336,6,1,14117,-119.22738999999999,34.268055,2,3297,2,1111,17040,0,0,0,0,0,0,0,0,0,0,0,0,0
12311122,3,0,91,312,2,642,6,2,8592,-118.1927,33.944008000000004,1,2663,0,0100,5367,0,0,0,0,0,0,0,0,0,0,0,0,0
14530320,3,0,319,426,0,0,7,0,699,-117.84634399999999,33.77297,0,230,1,71,1870,0,0,0,0,0,0,0,0,0,0,0,0,0
11023540,3,0,200,25,3,479,6,2,6260,-118.42543,34.242744,1,1879,0,0100,6627,0,0,0,0,0,0,0,0,0,0,0,0,0
14414545,3,8,309,416,4,2111,6,0,3176,-117.70884,33.53918,3,682,1,122,2303,0,0,0,0,0,0,0,0,0,0,0,0,0
10923113,3,0,209,29,3,1338,6,2,17708,-118.36703500000002,34.22808,2,6179,0,0100,14285,0,0,0,0,0,0,0,0,0,0,0,0,0
12657648,3,0,140,217,3,486,6,2,15699,-118.30385600000001,33.719359999999995,1,4459,0,0100,10764,0,0,0,0,0,0,0,0,0,0,0,0,0
12848261,3,0,256,254,4,2861,6,2,21657,-117.886734,33.972992,3,8791,0,0100,21259,0,0,0,0,0,0,0,0,0,0,0,0,0
11919702,3,0,266,278,4,2021,6,2,5673,-118.08835,34.1102,3,1938,0,0100,12093,0,0,0,0,0,0,0,0,0,0,0,0,0
11890612,3,0,175,275,1,374,10,2,13254,-118.1,34.1417,1,3153,0,010C,8664,0,0,0,0,0,0,0,0,0,0,0,0,0
12857369,3,0,115,287,3,2036,6,2,5626,-117.99801000000001,33.957603000000006,3,1945,0,0100,10992,0,0,0,0,0,0,0,0,0,0,0,0,0
12912504,3,0,247,242,4,1415,6,2,6966,-117.86792,34.101814000000005,3,2183,0,0100,10361,0,0,0,0,0,0,0,0,0,0,0,0,0
13046034,3,0,257,233,5,1654,6,2,19598,-117.781906,34.123154,3,6508,0,0101,19227,0,0,0,0,0,0,0,0,0,0,0,0,0
11575522,3,0,105,391,3,1099,2,2,16560,-118.46059,34.016216,3,5112,0,0200,6898,0,0,0,0,0,0,0,0,0,0,0,0,0
10719938,3,0,192,52,3,1677,6,2,2881,-118.6142,34.20794,3,986,0,0101,2152,0,0,0,0,0,0,0,0,0,0,0,0,0
11707426,3,0,34,151,0,3791,0,2,4938,-118.29028999999998,34.009808,0,1981,0,1210,7486,0,0,0,0,0,0,0,0,0,0,0,0,0
14102344,3,6,338,434,2,908,6,0,6928,-117.92233999999999,33.778071999999995,1,2265,1,122,4428,0,0,0,0,0,0,0,0,0,0,0,0,0
14729649,3,0,309,416,1,135,10,0,5623,-117.70206999999999,33.566826,1,1334,1,34,3580,0,0,0,0,0,0,0,0,0,0,0,0,0
17267703,3,7,195,457,3,1461,6,1,9756,-118.93579,34.18332,2,2242,2,1111,15723,0,0,0,0,0,0,0,0,0,0,0,0,0
17276506,3,0,215,460,0,542,2,1,8636,-118.83751000000001,34.16925,0,2133,2,1222,2097,0,0,0,0,0,0,0,0,0,0,0,0,0
10796717,3,0,217,58,2,1795,6,2,12879,-118.56428000000001,34.176429999999996,4,3589,0,0101,15763,0,0,0,0,0,0,0,0,0,0,0,0,0
14054843,3,5,292,437,3,624,6,0,14648,-117.95785500000001,33.673171999999994,1,4356,1,122,2563,0,0,0,0,0,0,0,0,0,0,0,0,0
14510918,3,0,347,427,0,0,7,0,64,-117.885,33.792,0,34,1,71,116,0,0,0,0,0,0,0,0,0,0,0,0,0
10966866,3,0,203,9,3,738,6,2,13663,-118.45441399999999,34.30486,1,3801,0,0100,16634,0,0,0,0,0,0,0,0,0,0,0,0,0
17299571,3,3,218,461,1,285,10,1,5486,-118.76700000000001,34.1842,1,2303,2,1129,5524,0,0,0,0,0,0,0,0,0,0,0,0,0
14224368,3,5,344,428,3,687,6,0,5417,-117.84416,33.828236,2,1570,1,122,3547,0,0,0,0,0,0,0,0,0,0,0,0,0
12848617,3,0,256,254,4,2500,6,2,21553,-117.9129,33.959503000000005,4,9381,0,0100,21626,0,0,0,0,0,0,0,0,0,0,0,0,0
13009966,3,0,268,260,4,2338,6,2,15360,-118.06218,34.09126,3,4408,0,0101,20023,0,0,0,0,0,0,0,0,0,0,0,0,0
12391708,3,0,125,288,2,450,6,2,804,-118.084175,34.007977000000004,1,646,0,0100,542,0,0,0,0,0,0,0,0,0,0,0,0,0
10912109,3,0,238,65,2,1088,6,2,3359,-118.39428000000001,34.137928,2,1166,0,0100,2725,0,0,0,0,0,0,0,0,0,0,0,0,0
10746948,3,0,187,395,3,2195,6,2,15540,-118.825,34.113929999999996,3,4703,0,0100,18886,0,0,0,0,0,0,0,0,6,0,0,0,6
12093306,3,0,171,268,2,642,6,2,8759,-118.164925,34.17505,1,2513,0,0100,5109,0,0,0,0,0,0,0,0,0,0,0,0,0
11415192,3,0,99,365,3,467,6,2,10415,-118.34373500000001,33.942917,1,4032,0,0100,4199,0,0,0,0,0,0,0,0,0,0,0,0,0
11062631,3,0,198,22,2,947,10,2,12938,-118.509,34.2224,3,3493,0,010C,13412,0,0,0,0,0,0,0,0,0,0,0,0,0
11417421,3,0,99,364,2,622,6,2,6403,-118.368454,33.942238,2,2596,0,0100,1259,0,0,0,0,0,0,0,0,0,0,0,0,0
12960554,3,0,164,258,1,341,10,2,3761,-118.00399999999999,34.1362,1,1498,0,010C,6623,0,0,0,0,0,0,0,0,0,0,0,0,0
13951039,3,8,311,435,4,1434,6,0,19016,-117.95653,33.75011,3,6106,1,122,12130,0,0,0,0,0,0,0,0,0,0,0,0,0
10851189,3,0,194,58,4,1867,6,2,5327,-118.50808,34.174023,3,1675,0,0100,7434,0,0,0,0,0,0,0,0,0,0,0,0,0
14217910,3,8,330,413,4,1958,6,0,20436,-117.75347,33.833861999999996,3,7264,1,122,15142,0,0,0,0,0,0,0,0,0,0,0,0,0
12339133,3,0,139,334,4,1251,10,2,13673,-118.15862,33.904990000000005,3,3865,0,010C,18324,0,0,0,0,0,0,0,0,0,0,0,0,0
14664229,3,0,324,426,2,1492,10,0,20362,-117.78213999999998,33.74217,2,7025,1,34,19261,0,0,0,0,0,0,0,0,0,0,0,0,0
11839495,3,0,258,283,4,2109,6,2,21271,-118.14068,34.053307000000004,3,8339,0,0101,18140,0,0,0,0,0,0,0,0,0,0,0,0,0
10935124,3,0,58,64,4,1468,6,2,5902,-118.34891999999999,34.128628000000006,3,1833,0,0100,9360,0,0,0,0,0,0,0,0,0,0,0,0,0
11398261,3,0,97,362,3,652,6,2,13959,-118.34893000000001,33.979015000000004,2,7904,0,0100,14765,0,0,0,0,0,0,0,0,0,0,0,0,0
12105017,3,0,171,271,3,1794,2,2,8240,-118.14638500000001,34.15265,2,2535,0,0200,5315,0,0,0,0,0,0,0,0,0,0,0,0,0
14315534,3,6,286,418,4,1619,6,0,22323,-117.86667,33.606246999999996,3,8743,1,122,19322,0,0,0,0,0,0,0,0,0,0,0,0,0
11906471,3,0,274,283,2,673,6,2,18642,-118.14175,34.063114,1,5863,0,0100,7851,0,0,0,0,0,0,0,0,0,0,0,0,0
11419756,3,0,78,366,9,3512,4,2,18975,-118.353,33.9054,8,6893,0,0400,18637,0,0,0,0,0,0,0,0,0,0,0,0,0
11824947,3,0,53,300,0,1588,0,2,14863,-118.18815,34.040253,0,5799,0,1210,8523,0,0,0,0,0,0,0,0,0,0,0,0,0
10806314,3,0,216,56,4,1700,6,2,15917,-118.56963999999999,34.166779999999996,3,4730,0,0101,12686,0,0,0,0,0,0,0,0,0,0,0,0,0
17281126,3,5,213,458,3,1003,10,1,13131,-118.86703500000002,34.21409,2,3209,2,1129,16266,0,0,0,0,0,0,0,0,0,0,0,0,0
17060265,3,5,359,445,3,606,6,1,7538,-119.29742399999999,34.3976,1,2484,2,1110,6434,0,0,0,0,0,0,0,0,0,0,0,0,0
17237784,3,5,368,463,3,772,10,1,5565,-118.70596,34.279907,2,1692,2,1129,7538,0,0,0,0,0,0,0,0,0,0,0,0,0
13000615,3,0,248,261,3,526,6,2,13225,-118.03799,34.086696999999994,1,4454,0,0100,11549,0,0,0,0,0,0,0,0,6,0,0,0,6
14605729,3,0,331,413,2,774,10,0,8293,-117.74166000000001,33.85195,2,2178,1,34,14675,0,0,0,0,0,0,0,0,0,0,0,0,0
11015048,3,0,205,10,3,782,6,2,16323,-118.505775,34.295208,2,4877,0,0100,10253,0,0,0,0,0,0,0,0,0,0,0,0,0
17296788,3,6,218,461,3,1191,6,1,14437,-118.75954399999999,34.174904,2,4545,2,1111,18347,0,0,0,0,0,0,0,0,0,0,0,0,0
13131626,3,0,253,250,0,542,7,2,0,-117.96898,34.037224,0,125,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13084926,3,0,253,252,3,319,6,2,3122,-117.91711000000001,34.015694,1,1267,0,0100,3755,0,0,0,0,0,0,0,0,0,0,0,0,0
12116345,3,0,172,272,0,3257,0,2,17206,-118.1127,34.1688,0,5573,0,1210,17916,0,0,0,0,0,0,0,0,0,0,0,0,0
12913371,3,0,245,242,3,1070,12,2,14951,-117.88006599999999,34.103264,3,4290,0,010D,12726,0,0,0,0,0,0,0,0,0,0,0,0,0
13886707,3,7,142,438,2,960,6,0,3032,-118.10586,33.74857,2,1209,1,122,2615,0,0,0,0,0,0,0,0,0,0,0,0,0
12866902,3,0,244,237,2,594,6,2,743,-117.71368000000001,34.1058,1,846,0,0100,640,0,0,0,0,0,0,0,0,0,0,0,0,0
14378395,3,8,290,417,4,1715,6,0,4350,-117.70515400000001,33.63392,2,1017,1,122,6324,0,0,0,0,0,0,0,0,0,0,0,0,0
12802082,3,0,116,291,3,601,6,2,1019,-118.05524,33.968821999999996,1,773,0,0100,887,0,0,0,0,0,0,0,0,0,0,0,0,0
12653253,3,0,140,216,3,1436,6,2,10179,-118.30232,33.72764,2,2774,0,0100,2379,0,0,0,0,0,0,0,0,0,0,0,0,0
13951174,3,6,341,435,3,929,6,0,1371,-117.95781000000001,33.760999999999996,2,724,1,122,1842,0,0,0,0,0,0,0,0,0,0,0,0,0
11849268,3,0,259,285,3,958,6,2,9755,-118.118385,34.044483,2,3031,0,0100,8804,0,0,0,0,0,0,0,0,0,0,0,0,0
12409799,3,0,131,333,1,154,6,2,7288,-118.11241000000001,33.88398,1,2198,0,0100,4319,0,0,0,0,0,0,0,0,0,0,0,0,0
12915903,3,0,245,247,4,1399,6,2,13244,-117.91695,34.104233,1,3710,0,0100,12965,0,0,0,0,0,0,0,0,0,0,0,0,0
11529601,3,0,69,392,3,937,10,2,8641,-118.399,33.9978,3,2929,0,010C,15660,0,0,0,0,0,0,0,0,0,0,0,0,0
10822444,3,0,224,27,4,1991,6,2,15745,-118.464455,34.221214,2,4640,0,0100,14258,0,0,0,0,0,0,0,0,0,0,0,0,0
11210685,3,0,380,402,3,940,6,2,6467,-118.05156000000001,34.5653,2,3117,0,0100,11672,0,0,0,0,0,0,0,0,0,0,0,0,0
13989952,3,6,327,432,3,564,6,0,3396,-117.96392,33.81957,1,1364,1,122,1297,0,0,0,0,0,0,0,0,0,0,0,0,0
14166514,3,0,351,413,4,3074,6,0,23110,-117.75785,33.904343,4,9942,1,1,22559,0,0,0,0,0,0,0,0,0,0,0,0,0
14017390,3,6,117,441,3,547,6,0,8301,-118.0003,33.85472,1,2313,1,122,2464,0,0,0,0,0,0,0,0,0,0,0,0,0
17207191,3,7,358,461,3,1032,6,1,12080,-118.84200000000001,34.30403,2,2884,2,1111,15160,0,0,0,0,0,0,0,0,0,0,0,0,0
17145161,3,0,364,449,0,2645,4,1,16554,-119.19397,34.22048,0,4871,2,1410,19584,0,0,0,0,0,0,0,0,0,0,0,0,0
12537417,3,0,149,357,3,1061,6,2,2796,-118.13958999999998,33.75861,2,879,0,0100,496,0,0,0,0,0,0,0,0,0,0,0,0,0
14527919,3,0,301,419,0,0,7,0,621,-117.89777,33.616352,0,254,1,0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0
11998503,3,0,45,88,3,999,6,2,22500,-118.36357,34.08133,2,9341,0,0100,17374,0,0,0,0,0,0,0,0,0,0,0,0,0
14105144,3,6,328,429,3,848,6,0,2983,-117.89583999999999,33.824806,2,1121,1,122,3382,0,0,0,0,0,0,0,0,0,0,0,0,0
14073935,3,8,322,437,5,3057,6,0,22017,-117.97556000000002,33.709984000000006,3,8400,1,122,21908,0,0,0,0,0,0,0,0,0,0,0,0,0
12729844,3,0,114,294,3,785,6,2,8941,-118.03238999999999,33.918564,2,2695,0,0100,3873,0,0,0,0,0,0,0,0,0,0,0,0,0
12457007,3,0,151,343,2,324,6,2,4807,-118.185295,33.849644,1,1412,0,0100,735,0,0,0,0,0,0,0,0,0,0,0,0,0
14604348,3,0,341,435,3,666,10,0,13781,-117.95557,33.753532,2,4229,1,1,16131,0,0,0,0,0,0,0,0,0,0,0,0,0
12809514,3,0,253,250,3,783,10,2,13781,-117.97215,34.042328000000005,3,3637,0,010C,11146,0,0,0,0,0,0,0,0,0,0,0,0,0
12907789,3,0,265,233,2,926,12,2,15134,-117.79861499999998,34.118266999999996,2,4725,0,010D,16801,0,0,0,0,0,0,0,0,0,0,0,0,0
12921443,3,0,247,241,3,1547,6,2,4844,-117.848694,34.088177,2,1695,0,0101,10475,0,0,0,0,0,0,0,0,0,0,0,0,0
11286218,3,0,373,398,2,882,10,2,1075,-118.13799999999999,34.6856,2,1044,0,010C,1780,0,0,0,0,0,0,0,0,0,0,0,0,0
12688323,3,0,87,383,6,3472,6,2,23208,-118.40601000000001,33.776066,4,10119,0,0101,22464,0,0,0,0,0,0,0,0,0,0,0,0,0
12278899,3,0,67,320,1,328,6,2,2444,-118.205444,33.8824,1,1462,0,0100,2326,0,0,0,0,0,0,0,0,0,0,0,0,0
14250487,3,5,316,426,2,555,6,0,8295,-117.85797,33.759308000000004,1,2352,1,122,2832,0,0,0,0,0,0,0,0,0,0,0,0,0
12880882,3,0,261,239,2,438,6,2,2524,-117.73968,34.053783,1,900,0,0100,3677,0,0,0,0,0,0,0,0,0,0,0,0,0
14393806,3,0,299,418,6,3202,6,0,22195,-117.73633600000001,33.56044,5,8244,1,1,22307,0,0,0,0,0,0,0,0,0,0,0,0,0
10843338,3,0,228,43,2,649,10,2,11580,-118.461,34.1863,2,3129,0,010C,9563,0,0,0,0,0,0,0,0,0,0,0,0,0
12373265,3,0,20,301,3,1421,6,2,13089,-118.15048,34.021652,1,4041,0,0100,10498,0,0,0,0,0,0,0,0,0,0,0,0,0
